location,property_type,area,bedrooms,bathrooms,age,parking,furnishing,pool,gym,lift,security,garden,clubhouse,price
Bangalore,Villa,1360,1,1,0,3,Unfurnished,0,0,0,0,1,1,11598282
Bangalore,Independent House,3500,4,2,15,2,Semi Furnished,0,1,0,0,0,0,27973113
Chennai,Apartment,3467,1,1,6,1,Semi Furnished,1,0,0,1,1,1,15288320
Chennai,Apartment,1627,3,2,16,0,Luxury,1,1,0,0,0,0,9373594
Pune,Apartment,927,4,1,23,0,Luxury,1,1,0,1,1,1,7135353
Mumbai,Independent House,1829,4,3,17,1,Luxury,0,0,0,1,1,1,30065316
Chennai,Independent House,2502,4,2,4,3,Luxury,1,0,0,1,1,0,16693788
Hyderabad,Independent House,1218,5,2,6,0,Semi Furnished,0,1,1,0,1,1,8224033
Mumbai,Independent House,1843,5,3,7,1,Semi Furnished,1,1,1,1,0,1,26628501
Hyderabad,Independent House,874,3,4,19,2,Unfurnished,0,0,1,0,1,1,5163426
Chennai,Villa,1986,3,4,19,0,Semi Furnished,0,1,1,1,0,1,12384118
Mumbai,Apartment,2431,3,4,7,1,Unfurnished,1,0,1,1,1,1,24958597
Chennai,Villa,1120,3,2,22,1,Semi Furnished,0,1,1,0,1,0,6835847
Bangalore,Villa,933,5,4,14,2,Fully Furnished,0,1,1,0,1,0,10665473
Hyderabad,Independent House,1514,1,3,11,3,Semi Furnished,0,1,1,1,1,0,9940109
Pune,Apartment,1810,1,2,16,2,Unfurnished,0,1,1,0,1,1,8651097
Chennai,Apartment,3269,4,1,11,3,Unfurnished,0,1,1,0,1,1,12826487
Chennai,Independent House,1410,5,4,9,1,Fully Furnished,0,1,0,0,0,1,9866992
Chennai,Apartment,3551,4,1,20,3,Fully Furnished,1,1,0,1,0,1,17229912
Delhi,Apartment,3560,2,4,2,0,Unfurnished,0,0,0,0,0,0,26620105
Chennai,Independent House,2290,3,1,15,3,Unfurnished,0,1,1,0,0,0,10570586
Hyderabad,Independent House,1580,1,1,1,1,Semi Furnished,1,0,0,0,0,0,10119587
Bangalore,Villa,1922,4,4,0,2,Fully Furnished,1,0,1,0,0,0,20751988
Bangalore,Apartment,629,3,1,18,2,Luxury,0,1,0,0,0,1,5449517
Chennai,Villa,1254,2,3,10,1,Luxury,1,1,1,0,1,1,9659515
Delhi,Villa,1438,2,1,1,3,Luxury,0,0,0,1,0,1,19200403
Hyderabad,Villa,2921,3,2,16,0,Semi Furnished,1,0,0,0,1,0,18943532
Pune,Independent House,2475,4,2,15,3,Fully Furnished,1,0,0,0,0,0,18162170
Hyderabad,Independent House,1842,4,4,23,1,Unfurnished,0,0,1,0,0,1,10461798
Chennai,Apartment,2310,1,3,24,0,Fully Furnished,0,1,0,1,1,0,9793980
Pune,Villa,2551,2,1,3,0,Unfurnished,0,1,1,1,0,1,15421458
Pune,Apartment,866,4,4,0,0,Semi Furnished,1,1,1,1,0,0,7442531
Hyderabad,Villa,3752,3,3,23,3,Unfurnished,0,1,0,1,0,0,22485887
Hyderabad,Villa,2906,4,4,25,1,Unfurnished,0,1,1,0,1,1,18769942
Delhi,Apartment,3297,3,2,10,2,Fully Furnished,1,0,1,1,1,1,31598402
Bangalore,Villa,3367,5,4,11,3,Luxury,0,1,0,1,1,1,36725669
Delhi,Villa,775,3,2,19,2,Semi Furnished,0,0,0,1,0,1,9520517
Delhi,Villa,2728,1,1,8,1,Unfurnished,0,1,1,0,1,1,26210445
Mumbai,Villa,1497,5,3,23,3,Luxury,0,0,1,0,0,0,28920273
Delhi,Apartment,1191,1,3,7,3,Luxury,1,0,0,0,0,0,11477836
Hyderabad,Apartment,3990,1,1,8,3,Semi Furnished,0,1,1,1,0,1,18651046
Chennai,Apartment,2355,5,4,20,0,Fully Furnished,1,0,1,1,1,0,12175183
Mumbai,Independent House,2331,5,3,21,3,Unfurnished,0,1,0,1,0,1,24925868
Hyderabad,Apartment,3566,1,4,12,2,Semi Furnished,0,1,0,1,1,1,16646610
Mumbai,Apartment,3400,2,1,16,3,Unfurnished,0,0,1,1,1,0,29945187
Hyderabad,Villa,1312,4,3,5,0,Luxury,1,1,1,0,0,0,11666043
Mumbai,Apartment,2186,2,4,1,2,Unfurnished,0,0,1,1,0,1,23170185
Hyderabad,Apartment,1170,2,1,14,3,Semi Furnished,1,1,0,1,0,1,6878569
Chennai,Independent House,874,1,1,8,2,Luxury,1,1,0,0,0,0,5758030
Delhi,Apartment,2427,5,3,17,2,Semi Furnished,1,0,0,1,0,0,19262617
Bangalore,Independent House,3658,4,1,11,0,Semi Furnished,0,0,1,0,1,0,25485863
Bangalore,Independent House,1372,4,4,15,1,Semi Furnished,0,0,1,0,0,0,11805263
Bangalore,Apartment,2702,1,2,7,3,Luxury,1,0,1,1,0,1,20047857
Chennai,Independent House,1388,3,4,14,1,Unfurnished,0,1,1,0,0,1,7541994
